Sub_Before,Tense,Complement,Reading,left,buinn,right,source,year
No,,NULL,vel búið,k ungur konungdóm. Haraldur var allra manna vitrastur og vel,búinn,að íþróttum öllum þeim er konunglegri tign byrjaði. Konungur hafði marga hi,(viglund),1400
Yes,PST,NULL,,a því að hann var þá hniginn að aldri. Og þegar konungur var,búinn,siglir hann suður með landi. En er hann kom suður á Rogaland réð þar fyrir,(viglund),1400
Yes,PST,NULL,,til hafs. Vinda þeir nú upp segl sín þegar að Þorgrímur var,búinn,því að vindur stóð af landi. Þá var landnámatími sem mestur á Íslandi. Þótt,(viglund),1400
Yes,PST,NULL,,ð. Hásetar Hákonar sigldu fram um sumarið þegar er þeir voru,búnir,og komu við Noreg og fundu Ketil og sögðu honum allt hversu farið hafði og,(viglund),1400
No,PST,NULL,,"u, sverð og brynjur og allskonar herklæði. Og var þessi ferð",búin,"hið kurteislegsta, og engi sá kappi, er mikill var, sat nú heima. Hestar þei",(volsung),
No,PRS,NULL,,nungar kváðust allt vilja til fá það er hann beiddist. Er nú,búið,"lið mikið og allt vandað sem mest, skip og allur herbúnaður, svo að hans fer",(volsung),
No,PRS-SBJ,NULL,,inninn ekki að gert um brauðgerðina. Nú spyr Sigmundur hvort,búið,"sé brauðið. Hann segir: ""Eigi þorði eg að taka mjölbelginn fyrir því að þar",(volsung),
No,,NULL,svo búið,"iða á fjallinu, og er hann minn frumver."" Heimir kvað nú svo",búið,"vera mundu. Brynhildur mælti: ""Dóttur okkar Sigurðar, Áslaugu, skal hér upp",(volsung),
No,,NULL,svo búið,Sigurður og beðinn að finna hana. Hann svarar engu og er svo,búið,"um kveldið. Og annan dag eftir, er hann kom heim af dýraveiði, hitti hann Gu",(volsung),
No,,NULL,Fixed,g að hér fari einn af goðunum. Þessi maður er allur við gull,búinn,. Hestur hans er miklu meiri en aðrir hestar og afburðarvænn vopnabúnaður. H,(volsung),
No,,NULL,Fixed,hina fögru höll. Salurinn var skrifaður innan og mjög silfri,búinn,. Klæði voru breidd undir fætur þeim og þjónuðu allir þeim. Þær höfðu margsk,(volsung),
No,,NULL,Fixed,nrokkur. Hann hafði gullbrynjuna og öll hans vopn voru gulli,búin,". Og því var dreki markaður á hans vopnum öllum, að er hann er sénn, má vita",(volsung),
No,PRS,NULL,,"n nú þýtur undin en sárið opnast og sagði eg þó satt."" Nú er",búið,um lík Sigurðar að fornum sið og gert mikið bál. Og er það er mjög í kynt þá,(volsung),
No,,NULL,svo búið,amðis Það er nú að segja frá sonum Guðrúnar að hún hafði svo,búið,þeirra herklæði að þá bitu eigi járn og hún bað þá eigi skeðja grjóti né öðr,(volsung),
No,,NULL,Fixed,hárri höll. Henni gekk þar í mót mikið fjölmenni og var þar,búin,"ágætleg veisla, sem áður höfðu orð í milli farið, og fór hún fram með sæmd o",(volsung),
No,PST,NULL,,eð meyjum sínum uns þær komu að höll Brynhildar. Sú höll var,búin,með gulli og stóð á einu bergi. Og er sén er ferð þeirra þá er Brynhildi sag,(volsung),
No,Samsett,NULL,,im vel. Og er þinginu var lokið þá varð Þorkell fyrr á braut,búinn,og þótti Bjarna það vel. En er hann var búinn til heimferðar þá gaf Þórdís,(vopn),1237.5
No,PST,NULL,,tri beini sem þeir sátu lengur. En er þeir Ketill voru brott,búnir,"þá mælti hann: ""Vér höfum hér haft góðan beina og hefir Þorleifur reynst hi",(vopn),1237.5
Yes,PST,NULL,,"r heiman og með honum Lýtingur sonur hans, þegar er hann var",búinn,", og Þorgils skinni fóstri Lýtings, Eyjólfur feiti, Kollur austmaður, Þorger",(vopn),1237.5
No,,NULL,svo búið,Fer hann nú síðan og kemur til Hofs og segir Bjarna til svo,búins,og þótti honum vel hafa um ráðist er Þorkell varð heill. 19. kafli Sumar þe,(vopn),1237.5
No,,NULL,svo búið,"rð sent. ""Fyrir skömmu fór eg þá ferð er eg uni illa við svo",búið,","" segir Þorkell. ""Gerði eg mig beran í því að eg vildi Bjarna feigan og kom",(vopn),1237.5
No,PST,NULL,,hendur og hans menn. Þorkell bannaði það eigi. Þá var síðan,búið,um lík þeirra manna er þar féllu. Eftir það sneru á brottu hvorutveggju. Fór,(vopn),1237.5
No,,NULL,svo búið,hann hafði áður. Nú fara sendimenn aftur að segja Bjarna svo,búið,. Svo virtu menn að hann mundi til hefnda hyggja. Bjarni var vanur hvert haus,(vopn),1237.5
No,,NULL,svo búið,Hofi. Síðan sendi Þórarinn Þorkeli orð að eigi mundi að svo,búnu,auðsótt til Hofs og líður nú enn veturinn. 16. kafli Um vorið eftir átti Bja,(vopn),1237.5
No,PST,NULL,,lkti liði sínu í móti bróður sínum. En er hvárirtveggju váru,búnir,", æptu þeir heróp. Þeir Yngvarr hleyptu á þá hjólunum með öllum herbúnaði, o",(yngvar),1200
No,,NULL,Fixed,þegar leið Eirík konung ok Hákon jarl. Því var Áka sá skáli,búinn,", er mestr var annarr. Ekki var dóttir konungs þar né sonr þeira, því at ótr",(yngvar),1200
No,,NULL,Fixed,"kla höll. Ok er þeir kómu í höllina, sáu þeir hana vel innan",búna,"ok fundu þar mikinn fjárhlut ok margar gersemar. Þá spurði Yngvarr, ef nokku",(yngvar),1200
No,,NULL,Fixed,"lfir ok skjaldaðir, ok höfðu gyllta hjálma ok öll vápn gulli",búin,ok silfri. Ok við svá búit lið ferr hann austan eptir Svíþjóð. Spyrst nú víð,(yngvar),1200
,,NULL,Prepared," nga, Þorleifs kimba og þeirra Þorbrandssona. Þorsteinn hafði búið",búið,mál mörg til Þórsnessþings. Það var einn dag í þingbrekku að Snorri goði spu (eyrbygg),,
No,PST,PP,,"leggjaðr ok sterkr. Án bað þá hvílast, en inn ungi maðr lést",búinn,"til hvárstveggja, ok þó réð Án. Hann spyrr: ""Hvert er nafn þitt?"" Hann kvað",(ans),
No,PST,PP,,"haugr eptir þá, er heitir Úlfahaugr. Konungr var á skipum ok",búinn,"til burtfarar. Ketill kveðst vilja hitta vin sinn, er skammt bjó þaðan í bu",(ans),
No,PST,PP,,"hefði svá seint heim komit, en Egill sagðist eigi vera létt",búinn,"til gangsins, en kvað geitrnar víða rása. ""Mik undrar,"" sagði jötunninn, ""a",(asberser),
No,PST,PP,,innan lítils tíma. Þá kemur Gestur þar að sem Þorvaldur var,búinn,til falls og hjó Gestur undan Gapa báða fæturna fyrir ofan hné. Féll Gapi þ,(b_snae),
No,PST,PP,,rði. Gestur gekk þá upp í skipið. Sá hann að þeir voru allir,búnir,til uppstöðu áður en kertisljósið kom yfir þá og þá gátu þeir hvergi hrært,(b_snae),
No,PST,PP,,fari fram málum manna. Honum er sagt að sum voru dæmd en sum,búin,"til reifingar. ""Hvað líður um mál Odds sonar míns eða er því lokið nú?"" ""Lok",(band),1280
Yes,PST,PP,,málinu og verður Oddný honum gift. En þá er þeir Björn voru,búnir,til hafs sigldi að þeim skip af hafi. Þeir Björn tóku bát og reru til skips,(bjarnar),1225
No,PST,PP,,ðum og segir þá vel hlýða mundu. En er þeir bræður voru mjög,búnir,"til skips og hafs þá kom Kárhöfði ofan af landi og hafði belg Brandkrossa,",(brandk),
No,,PP,Fixed,"honum, hafði nefnt Án trúð í dóm. Þá gerðist þröng mikil og",búið,við bardaga áður Hólmsteinn gekk í milli og leitaði um sættir. Varð sú sætt,(droplaug),
No,,PP,Fixed,"f landinu."" Ögmundur tók yfir sig feld hálfskiptan og hlöðum",búinn,um handveginn. Var það ágæta gripur. Gekk Ögmundur á bát við þriðja mann. Þ,(dytts),
No,PST,PP,,"nni, er hún fékk meinsemi af. Og er Egill var til brottfarar",búinn,", þá fylgdi Þorfinnur honum og þeir feðgar á götu; voru þeir þá saman tíu eð",(egils),1227.5
No,PRS,PP,,"fund Ólafs konungs með þeim orðum, að Aðalsteinn konungur er",búinn,"til orustu og hefir her allmikinn, en hann sendir Ólafi konungi þau orð, að",(egils),1227.5
No,PST,PP,,"lét sitt hvor fram leiða, sá er á hólm gekk. Og er þeir voru",búnir,"til hólmgöngu, þá hlaupast þeir að og skutu fyrst spjótum, og festi hvortki",(egils),1227.5
Yes,PST,PP,,hann hafði þá ógrynni fjár og dýrgripi marga. En er hann var,búinn,"til ferðar, þá fór hann á fund Eiríks konungs; en er þeir skildust, seldi k",(egils),1227.5
No,PST-SBJ,PP,,"átta tigu manna, alla vel vopnaða, svo sem til bardaga væru",búnir,; það lið var valið mjög; hafði Egill haft með sér hina bestu bóndasonu af N,(egils),1227.5
No,PST,PP,,ðar jarls en Þóroddur þóttist það eigi mega er hann var áður,búinn,til Íslandsferðar. En þeir skoruðu á hann fast því að þeim þótti við liggja,(eyrbygg),1255
No,PRS,PP,,. Þorgils kvaðst lítið fé hafa vilja að sinni. Og er hann er,búinn,til ferðar kallaði hann til sín leiksveina og kvaðst vilja launa þeim gleði,(floam),1320
No,PRS,PP,,Þorgils og Þorsteinn með jarli til hólmstefnu og er Þorgils,búinn,til hólmgöngu. Víkingurinn spurði um sverðið Blaðin. Þorgils kvaðst eigi vi,(floam),1320
No,,PP,Fixed,vars með handsölum. Stendur nú svo til þings. Á þingi er mál,búið,til sóknar á hendur Böðvari og kom málið í dóm. Þá gekk að dómum Atli með fj,(floam),1320
No,PST,PP,,batnar þá flota þeir skipi sínu og búa það. Og er þeir voru,búnir,til ferðar þá þakka þeir henni þarvist sína og allan velgerning þann er hún,(fostb),1225
No,PST,PP,,n utan. Skipið kom við Orkneyjar. Rögnvaldur Brúsason var þá,búinn,til hernaðar því að víkingar margir lágu við eyjarnar þeir er rændu búendur,(fostb),1225
No,NF,PP,,"s því að Þorkell heldur mjög hendi yfir þeim."" Böðvar kveðst",búinn,til ferðar þegar vildi. Nú standa þau upp um nóttina og taka eina skútu er,(fostb),1225
No,PST,PP,,kipi. Fara þeir Þormóður þá aftur til skips og var Skúfur þá,búinn,"til siglingar. Stíga þeir þá á skip, Þormóður og Skúfur, en Steinar sest ef",(fostb),1225
No,,PP,svo búið,lyfjahrossin úr túninu meðan þeir börðust. Fara þeir við svo,búið,"til skips. Býr Þorgeir skip sitt og heldur því til Seleyrar, bíður þaðan byr",(fostb),1225
No,Samsett,PP,,g þér fylgt og lagt stundum mitt líf fyrir þitt líf og verið,búinn,til þess alls sem þú hefir viljað fyrir mig leggja hvort sem var gott eða i,(gisl_th),
No,PRS,PP,,jár nætur fór Gísli og hittir Kolbjörn og spyr hvort hann er,búinn,til hólmstefnunnar. Kolbjörn svarar og spyr hvort hann skal það til ráðsins,(gisl),1240
No,PST,PP,,á sjó hvern dag er sjófært var. Og um morguninn er hann var,búinn,til útróðrar spyr hann hvort Helga er ekki ákaft um ferðina eða hví hann li,(gisl),1240
No,,PP,svo búið,þeir um skóginn og finna Gísla eigi og hverfa aftur við svo,búið,til bæjarins og búa nú mál til á hendur Gísla um víg Þorgríms. Engan hlut ta,(gisl),1240
No,PRS,PP,,þá tekið lík Þorgríms og brott kippt spjótinu og til graftar,búið,"og er þar að sex tugir manna, fara nú á Hól til Gísla. Þórður hinn huglausi",(gisl),1240
No,PRS,PP,,"pit, eða hvat vilið þér fleir fyrir mik leggja, því at ek er",búinn,"til at vinna?"" Konungr segir: ""Nú skaltu fara til Hreggviðar haugs ok sækja",(gonguhr),
No,PRS,PP,,li á hendur Einari því mér eru kunnig grænlensk lög og er eg,búinn,"til við þá. Höfum vér og mikinn liðskost ef að oss kemst."" Símon kvaðst vil",(graent),
No,NF,PP,,syn að málum væri sett eftir slík stórvirki. Þeir kváðust nú,búnir,"við hvoru sem aðrir vildu, kváðu af þeim landsmönnum allan þennan ójafnað s",(graent),
No,PST,PP,viðbúið,"t. En er hann vaknar, tekur til fóta og hleypur heim, var þá",búið,við að dýrið mundi grípa hann. Vissu þetta félagar hans því að þeir höfðu nj,(grettir),1315
No,PST,PP,,i hafa tveggja manna megin til hvers sem hann gekk. Var hann,búinn,til hvers sem Grettir vildi senda hann. Til einkis þurfti Grettir að víkjas,(grettir),1315
No,PST,PP,,u. Þorbjörn ferðalangur kom síð dags í sandinn. Voru menn þá,búnir,til borða og tóku handlaugar úti hjá búðinni. En er Þorbjörn reið fram í bú,(grettir),1315
No,PST,PP,,ir Sigurði dauðum. Hon grét eigi sem aðrar konur; en hon var,búinn,"til at springa af harmi. Til gengu bæði konur ok karlar at hugga hana, en þ",(gudrunk_in1),
No,PST,PP,viðbúið,tur sat Steinólfi. Féll hann dauður útbyrðis. Var þá við því,búið,að í baksegl slægi hjá Steinólfi og ógreiddist honum ferðin. En fyrir sakir,(gull),1325
No,PST,PP,,n skjótt félaga sína og urðu þeir honum fegnir. Þeir voru þá,búnir,til siglingar og létu í haf þegar byr gaf og urðu þeir hraðfara. Bar þá skj,(gunnars),1410
No,PST,PP,,"."" Gunnlaugur þakkaði konungi vel. Og er þeir voru til hólms",búnir,þá spyr Þórormur hverninn sverð það væri er hann hafði. Gunnlaugur sýnir ho,(gunnl),1212.5
No,PST,PP,,k kom sverðit í hann ok stökk í sundr hjöltunum. Valr var þá,búinn,til höggs ok stóð keikr. Sigmundr hljóp á hann ok hratt honum á bak aptr út,(half_e),
No,PST,PP,,"nr inn auðgi af Akranesi, landnámamaðr, lá við Ögvaldsnes ok",búinn,"til Íslands ok spurði, hversu fyrir löngu Ögvaldr konungr fell. Hann heyrði",(halfs),
No,PRS,PP,,"ver þar brjótist að þeim um nætur. ""Hér er Halldór kominn og",búinn,"til hafs og kominn á byr og er nú ráð að gjalda féið."" ""Ekki má það nú svo",(halld_s2),
No,PRS,PP,,driða. Þau fara nú þar til er þau koma til Ölfusvatns. Er þá,búið,til brúðkaups. Grímkell fór til hofs Þorgerðar hörgabrúðar og vildi mæla fyr,(hardar),1350
No,PST,PP,,"ð vinna Sóta."" Þagði Hróar þá. En er Hörður sá að enginn var",búinn,"til í hauginn að ganga keyrði hann niður tvo festarhæla. ""Nú mun eg,"" segir",(hardar),1350
No,PRS,PP,,vís fyrir búið en þeir ætluðu. Standa þar menn með vopnum og,búnir,"til viðtöku. Þá mælti Þorgrímur: ""Hver veit nema Atli hinn ragi sé brögðótt",(havardar),1330
Yes,PRS,PP,,na föruneyti sitt er með honum skyldu fara. Og þá er hann er,búinn,til brautreiðar þá eru þar leiddir fram hestar tveir hvítir og svört eyru á,(heidarv),1212.5
No,PST-SBJ,PP,,rra viðræðu og kveður þá vísu þeirrar meiningar að hann væri,búinn,til að leika við hann sem Styr og rjóða báðar kiður hans í blóði (segir í v,(heidarv),1212.5
No,,PP,Fixed,á Snorra. Hann býr málið á hendur Borgfirðingum en þeir hafa,búið,til liðs fyrir fram ef hann kæmi. Fer Snorri heiman með flokk manna en gjöri,(heidarv),1212.5
No,,PP,vel búið,ruð manna og veljið af hirðsveitum mínum góða hermenn og vel,búna,til bardaga. Síðan vil eg gefa þér lof til að þú farir yfir land mitt og fái,(heimskringla),1230
No,,PP,,ræður sátt sín í milli. Fór jarl í brott er hann var að því,búinn,. Hjalti fór með honum. Frá Rögnvaldi jarli og þinginu Rögnvaldur jarl kom e,(heimskringla),1230
No,PST,PP,,þá heldur en áður. Sigldi Einar þá í haf er hann var að því,búinn,og kom svo til Noregs að áður voru fram komin þau tíðindi er þar gerðust me,(heimskringla),1230
No,PST,PP,,g fara leið sína til skips og halda í haf er þeir eru að því,búnir,og komu aftur til Noregs á fund Haralds konungs og líkaði honum nú vel því,(heimskringla),1230
No,Samsett,PP,,i en sumir fyrir sjálfum konungi að Noregsmenn mundu þá vera,búnir,til að hverfa aftur undir Knút konung og jarlinn og þiggja af þeim frelsi s,(heimskringla),1230
No,,PP,Attr,étti eigi fyrr en á Breiðunni og sá þar mikinn her fyrir sér,búinn,til bardaga. Síðan fylkti konungur liði sínu og reið sjálfur fyrir og orti,(heimskringla),1230
No,,PP,Attr,r konungur kom fyrir höfnina. Þá sá hann hvar lá her konunga,búinn,"til bardaga. Þótti honum sem þá mundi vera síð dags að leggja til orustu, u",(heimskringla),1230
No,PST,PP,,gekk Áki til Svíakonungs. Var þá Eiríkur konungur klæddur og,búinn,til ferðar og var hann heldur ókátur. Áki tók þá góða gripi og gaf honum. K,(heimskringla),1230
No,Samsett,PP,,ér hinu að eg gerði þig heiman sem systur mína áður þú yrðir,búinn,"til ferðar."" Sigurður konungur segir: ""Heyrt muntu hafa það að eg átti orus",(heimskringla),1230
No,PST,PP,,"ðið sverð og hafði skjöld fyrir sér og hjálm á höfði, var þá",búinn,til varnar. Dyrnar voru heldur lágar. Sigurður spurði hví þeir gengju eigi,(heimskringla),1230
No,Samsett,PP,,kips síns og sigldi fram eftir liði sínu. Þórir verður seint,búinn,úr höfninni. En er segl þeirra kom upp þá héldu þeir út um Vestfjörð og síð,(heimskringla),1230
No,PST,PP,,kaði hvorigum vel. Blótveisla á Mærini Um veturinn eftir var,búið,til jóla konungi inn á Mærini. En er að leið jólunum þá lögðu þeir stefnu me,(heimskringla),1230
Yes,PST,PP,,Hálogaland. En Magnús konungur fór eftir þeim þá er hann var,búinn,úr Þrándheimi. Þeir Þórir fóru allt norður í Bjarkey og flýði Jón undan og,(heimskringla),1230
No,,PP,svo búið,sem þér |p475 munuð spurt hafa en vér höfum lið lítið að svo,búnu,"til móts við her hans en landsfólk er oss nú ekki trúlegt."" En ræðu konungs",(heimskringla),1230
